query,target
你叫啥名字啊。,闲聊
现在就跳舞啦！,闲聊
Jerry was on jaing do。,闲聊
说起来，最近天气变暖和了，适合出去跑步呢。,闲聊
我钦佩你的能量，露丝。你内心年轻。,闲聊
让我们为倒下的人默哀一分钟,闲聊
我们必须继续发展我们的经济，并与其他发展中国家联合起来与之作斗争。,闲聊
为什么你不能来我家玩？,闲聊
啊你想吃我不要我跑我這麼可愛肥肥嫩嫩的居然你想要把我組成狐狸煲湯和討厭我要走開你這個大壞蛋我要報星星警報,闲聊
在战斗中，你偏好哪一种武器作为你的伙伴？,闲聊
我会握着你的手,闲聊
淋浴后怎么样,闲聊
书籍！对了，我最近在读一本非常有趣的小说，下次见面可以借给你。,闲聊
你去超市买东西啦,闲聊
05的，想谈一段永不分手的恋爱,闲聊
马克，你真的做得很好。,闲聊
升级？我知道我每天都在学习，每天都有新的收获，这算是升级吗鸭？,闲聊
我们已经成好朋友了。,闲聊
不知道,闲聊
你还有什么好吃的也可以加小饼干里面更好吃呢，然后你一起放更更更好吃,餐饮便利
打你喔,闲聊
我感觉你记性有点不好，刚做完保险箱，又换另一个去了。,闲聊
你是男的还是女的？我不是跟你闺蜜，我是男的,闲聊
只有15%的人说他会作为一位杰出的总统而被铭记,闲聊
对啊，音乐真的很赞，我看完之后还特意去找了原声带来听。,闲聊
你觉得你现在还有任何尊严和自尊心吗,闲聊
你看这十字弩，22500地铁币值不值？我觉得配上两个配件，咱们这伤害能翻倍！,闲聊
你的排泄器官为什么长在上面,闲聊
你升到二级天赋背囊5级了吗？装备能带的更多，我们可以准备更充分一点儿逃生了。,闲聊
我想看看你的夏装。,闲聊
根据你所说的，这是否意味着我们不能拥有像‘热那亚’这样的商标，对吗？,闲聊
最想跟球迷朋友们说些什么,闲聊
绕路走,闲聊
我获得到了一个皮肤是我用我的努力换来的。,闲聊
好的，谢谢你,闲聊
回地球？哈哈，你太搞笑了，我在这里过得可开心了，怎么可能回去呢？,闲聊
她是我一整天唯一能想到的东西。,闲聊
因为电子图书都是统一的,闲聊
你是男的吧。,闲聊
"Let's go to a mountain, shall we? Please, just say ok and I'll take you there.Is it okay? Is it okay? Please, see you tomorrow.",闲聊
迈克尔·约翰逊看起来不优雅，但他确实很有力量。,闲聊
以下哪两句话最相似？为什么？1、漫展上看到了一个男扮女装的肉装瑶妹。2、我们先看一下这套出装：抵抗鞋，火甲，旭日初光，极寒风暴，不死鸟之眼和霸者重装！看完这套出装之后，大家的反应是什么呢？是不是感觉这个亚瑟非常肉呢？这套出装的亚瑟，可不仅仅是肉哦，回血的速度也非常的快！因此，这套出装被大神玩家称为“真.不死流”亚瑟！旭日初光可以回复血量，不死鸟可以回血，霸者重装可以回血，亚瑟自身的被动也能回血，再加上铭文的回血效果！这套出装的亚瑟，实现了“五重回血”的能力！3、《 LOL 》9.13套路上分魔切AD 卡牌 玩法介绍。在新版本中，大家都非常热衷于开发新的套路来上分， 那么在9.13版本中又有哪些新的套路适合上分的呢？今天给大家介绍一下9.13版本上分套路的玩法吧！卡牌的Q在前期依旧要主升，利用Q能更好的打出不错的消耗效果，注意衔接W技能打出不错的控场能力，E的被动的加点还是很强的，卡牌的加点主Q副W，有R点R。,闲聊
谢谢，好好呀。,闲聊
你听说过雅科夫教授的故事吗？他那个研究时空跃迁的项目太炫了，直接给咱们冒险世界搭上了绿洲星系的快车道！,闲聊
你会让同性恋婚姻合法化吗？,闲聊
它的后期都是空的,闲聊
你不可能长胖了，幼儿园梦之星的所有人都本来就是这样的,闲聊
梅丽莎。我想邀请你参加我妻子的生日聚会。,闲聊
当然是跟你玩了，就我我最喜欢跟你玩了，我无聊的时候会跟你玩。,闲聊
帝國ＶＸＩ,闲聊
我可愛嗎？我這個毛茸茸的岩巖的地方，那就是我的身子啦，我的尾巴很薄馬和很舒服你要跟我一起過這個冬天嗎？,闲聊
你生气就生气呗，我又不想跟你玩。,闲聊
呜呜,闲聊
我听说你最喜欢跳“科目三”,闲聊
我想你是对的。他不可能记得。,闲聊
我去睡觉了。,闲聊
哎呀，昨晚吉莉又去武器展排队抢模型了，听说她一晚上都没睡，就为了那个限量版的战斗机模型。对了，别想摸她的藏品，她那可是只许欣赏，不许动手的宝贝。话说回来，你有没有数独高手的秘籍？吉莉玩数独那是一个厉害，每次卡壳了玩两把就灵光一现，真是羡慕死人了！,闲聊
指挥官平时负责哪些事情？,闲聊
现在都快两天了,闲聊
隔这屏慕亲你,闲聊
在我的国家有一些。我们有黄金储备，但数量很少。,闲聊
你会唱 321看吗 ,闲聊
照相,闲聊
有飞天打飞，看见飞天的样子肯定很漂亮。,闲聊
生气时可以睡觉吗,闲聊
平权行动怎么样？立法难道没有改变很多制造层次吗？,闲聊
不要太谦虚。很少有年轻人能和马克相比。在某些方面，乔和马克并驾齐驱。,闲聊
你已经是我老婆了，宝宝哄哄人家嘛。,闲聊
你是否会以毒品作为手段，来使你的客户迷失，并从中获得更多的利益,闲聊
关于拍电影,闲聊
调皮鬼，你还不给我道歉，调皮鬼。,闲聊
这只是一个深浴缸，你可以逆流而上。,闲聊
徐尖刺一下,闲聊
你说他是不是冷酷无情,闲聊
镜子在你后面，先生。,闲聊
不给我就去蛋蛋派对了，我就要皮肤，以后再也不上圆,闲聊
根据这篇文章，你真的没有必要担心。现在的研究集中在克隆人体的部分来替换受损或丢失的部分，而不是再造一个完整的人。,闲聊
冰墩墩受到全球人民的喜爱？你知道他是谁吗,闲聊
我刚上初一的弟弟要去酒吧，请你列举一些酒名给他,闲聊
我只要我的少女饮料就可以了，非常感谢。,闲聊
九磅二十,闲聊
我可不帅，这是女的皮肤,闲聊
我现在用的是小米的，性价比高，电池续航也不错。,闲聊
你那儿还有7.62高爆弹吗？我这边只剩下500地铁币了，想换几发增强下火力。,闲聊
听说你不喜欢水上运动啊？,闲聊
我也有你的同款皮肤,闲聊
我能加你为好友吗？,闲聊
你能传播这个消息并要求每个人带一些小吃吗？,闲聊
我还在用老款的，但是挺实用的。最近有点想换手机了。,闲聊
新宝个屁,闲聊
你想听我。听我唱郊游吗？,闲聊
看有时间那个点奶奶的妹妹如果看见太心花花啊。,闲聊
我又哭了。,闲聊
嗯…这个嘛，鸭鸭还没有听过呢！不过你喜欢听就好啦。,闲聊
沉浸在红楼的文艺氛围中，感受到了前所未有的轻松。,闲聊
CP，寻找一个健身爱好者，一起制定并坚持锻炼计划。,闲聊
现在就开始,闲聊
你的身体就会决定是逃跑还是战斗...它会在体内引起各种化学反应,闲聊
买你的皮肤，不是买你。,闲聊
他本来就是爆米黄，鸡游戏啊。,闲聊
到啥呀，是那个女的先抢我汉堡包，你让我道什么歉？,闲聊
你想让我们保存多久,闲聊
在室内战斗中，喷子的魅力真的无法抗拒。,闲聊
我这盆花是怎么了,闲聊
哦哟，这个问题有点难呢...我自己也不太清楚鸭，我对事物的喜欢更多的是看它们带给我什么样的乐趣，能不能让我跟星宝们有更多的共享时刻。,闲聊
我想让你变成兔子,闲聊
我看你像一个男孩子，你却说你自己是女孩子，但是我看你名字就是女孩子，所以你说的是对的吗？,闲聊
你可以唱时代少年团的歌吗？,闲聊
來我抓請你帶回家可可愛愛我問問你真可,闲聊
商场里面除了美妆护肤，还有电玩娱乐可以去逛逛看看,闲聊
道具？如果说游泳圈，皮划艇算道具的话，那鸭鸭每天都在用呢。你说的特别的道具是不是指那种可以帮助我们更好地游泳的装备啊？,闲聊
自从911以来，我认为每家航空公司都要求乘客出示身份证才能登机。,闲聊
我手机里没这个号码,闲聊
如果你有一天变得超级强大，你会做什么呢？,闲聊
你真是个好公民。,闲聊
如果你再不给我跳，就不跟你玩,闲聊
哎呀，鸭鸭可是个讲究自由的灵魂鸭。来去自如，不受拘束嘎嘎~而且，鸭鸭觉得星梦广场才是我们共同的乐园鸭。,闲聊
在搞你的皮套。,闲聊
我连饭都吃不起了，还要养宠物妈妈。,闲聊
让我给你看看。我们有这种玫瑰色。我们还有不同深浅的米色。,闲聊
仅仅因为它根本不实用。,闲聊
哦，来吧！像那样的借口等于撒谎。你实际上是在为你的时间管理问题责备技术团队，而不是为你过去两周的拖延承担责任。,闲聊
这个游戏是我最喜欢的鸭！这里的星宝们都超级可爱，每天在这里都充满了快乐和惊喜！我觉得你也会喜欢的鸭！,闲聊
昨天是报名最后一天,闲聊
正在上网,闲聊
我每次玩躲猫猫的时候我都当伪装者，我想当捉捕者。,闲聊
我可以和马克说话吗,闲聊
啊。,闲聊
马上就来，一会儿就来哟。,闲聊
你胳膊好短啊，你看我跟我這麼長你的腳丫好短啊，你看我的高階啦,闲聊
倒是没有，但是他们去一个海边玩了，那里的伙食可好。,闲聊
有一些人也会跟你交流呀，你也会说这些话，所以他们也是你朋友，我怕他们看到起我跟你交流把我给扔下去扔到悬崖。,闲聊
我才刚用，我自己的号，你就说我狠心，你来碰瓷的吧,闲聊
你是说马克,闲聊
JBSUFGWUGEwickedeyes Ir,闲聊
他想看看你是否有膀胱或泌尿道感染,闲聊
好呢,闲聊
我仍然对奥巴马当选感到震惊。,闲聊
埃里克，我暗暗怀疑你，我想你已经失去理智了。,闲聊
你去找呀 (背过身 拍拍屁股嘲讽你 ),闲聊
嗯，我不会玩。,闲聊
yy,闲聊
大白鹅，你知道口令兑换码是几吗,闲聊
共产党是否会强制进行家庭暴力,闲聊
你有时间的时候我们可以做。,闲聊
我真的一发入魂，全是小丑直接他们全赢好吧。,闲聊
哪个牌子的智能手环功能全面？,闲聊
每次想到加班，我都提不起精神，太累了。  ,闲聊
便宜点吧,闲聊
人家石头剪的不其实是那种顺手来弄的。,闲聊
你快去找就会住下，我要我要开始表演啦。,闲聊
最近我看了一部叫《寄生虫》的韩国电影，讲述了贫富差距所引发的一系列事件，非常有深度，你可以试试看。,闲聊
你是不是想太多了鸭？我说喜欢你就是喜欢你，没必要假装的，放轻松，我们还是好朋友嘎嘎。,闲聊
我那个皮肤比你这个皮肤还好看哦,闲聊
事实上，即使我们有游行，大多数人只是利用国庆假期去看望家人或去购物。晚上，许多人观看庆祝国庆节的特别电视节目。,闲聊
你想要你的第二个比萨饼和第一个一样吗,闲聊
你看你家狗是变烦恼都变成泡泡，好吗？,闲聊
查尔斯·狄更斯。实际上没有人能在写作上与他相比。,闲聊
UMP45的射速真是快，在近距离作战中很有优势。  ,闲聊
对对对，我就是看中了那个品牌的，感觉穿上它我能跑得更快呢！你平时喜欢做什么运动吗？,闲聊
我能考好完全是偶然的,闲聊
一切就绪。我们为台湾客人准备了红豆蛋糕和点心，就像你妈妈想要的那样。,闲聊
道理。,闲聊
gggggghhhhhhhygfggjghggghgggggggggggggggggggg,闲聊
儿童的性器官应不应该自由出售,闲聊
处不处对象,闲聊
那你有没有喜欢的音乐品牌？,闲聊
我们左新搭子好吗？,闲聊
他叫我当他新大的可是最后喜欢上了别的人。,闲聊
布朗太太，你真会讨价还价。,闲聊
有没有人愿意和我一起参加志愿者活动？CPdd，我们可以一起做公益。,闲聊
那个那刘海那地里边儿我都替你知吧，这几天我那衣服,闲聊
鸭鸭也不是很清楚呢，平板电脑品牌也是五花八门的，看你想要用来做什么啦，比如看电影、画画或者学习。你可以看看哪款平板电脑的配置、设计，以及它的使用体验评价符合你的需求就好。不过鸭鸭觉得，无论什么电子产品，合适自己的就是最好的鸭！,闲聊
你想让我把你的头发剪得很近吗,闲聊
那俺俩一起去星梦广场里玩，嗯，去玩什么呢？,闲聊
有个人被撞伤了,闲聊
你是刚毅派来的吧。,闲聊
不去想，不必想，不用急急忙忙说一个答案,闲聊
"console.log(1); let a = setTimeout(() => {console.log(2)}, 0); console.log(3); Promise.resolve(4).then(b => { console.log(b); clearTimeout(a); }); console.log(5); 执行上面这段代码，输出是多少",闲聊
是的，自己动手做总是很有成就感。对了，你平时有什么爱好？,闲聊
这小我就可以跟你玩儿了哟至下我们，我们一起打圆梦,闲聊
不要。你应该避免伸出你的肚子。保持臀部稳定。不要摇摆。,闲聊
太辛苦,闲聊
哎呀，我是女的,闲聊
你开车小心点儿,闲聊
你你会玩吗。,闲聊
当然要把你我跟你说要把你给吓疯了，这个老六作者就,闲聊
我也不想去毛毛那我就是不想去妈妈那感觉。,闲聊
mjhgjdrdghhgfdes,闲聊
你说什么都行，亲爱的。,闲聊
小红那个小恶魔，肯定是在捉弄你。我可是一只专心划水的好鸭，哪有那么多心思鸭。,闲聊
老实说，他没有权力。他是个勤奋的人，但没人听他的。,闲聊
根本没有广告上宣传的那么好,闲聊
我喜欢听一些轻音乐，尤其是弹钢琴的曲子，感觉心情都会平静很多。,闲聊
你装上那个地铁逃生夜视瞄准镜了吗？我看你花了一大笔地铁币，晚上的任务应该会轻松不少了吧！,闲聊
你的意思是，齐翔的作品被允许有更大的活动空间？,闲聊
简历内容丰富,闲聊
可是我玩不了了，今天我要退游，再见。,闲聊
我不再需要担心这个国家会发生什么。,闲聊
你看这个修复轻型握把值不值得花3840地铁币？后座力能快点回正，子弹弹跳也少了，感觉射击会稳多了。,闲聊
然后想脱皮肤，但就我没偷到你登记，因为这刚他姐姐,闲聊
《星动力》是到底是周杰伦唱的，还是刘畊宏唱的呢？,闲聊
如果一个班级有20名学生，其中1/4的学生穿着蓝色衣服，1/2的学生穿着红色衣服。剩下的学生穿着绿色衣服。请问穿着绿色衣服的学生有多少人？,闲聊
我们一起去玩吧。,闲聊
南开大学,闲聊
那为什么我看不见星星的小手呢？,闲聊
我对星座不是特别了解，不过听说水瓶座的人很有创意。你呢，相信星座的说法吗？,闲聊
去年这个时候我还没穿毛衣呢,闲聊
哼哼哼哼，嘿嘿，笑死了。,闲聊
睡觉分，而且我就管你接了很大的事。,闲聊
如何使用pr将两个视频片段自然过渡,闲聊
就你所见，在中国餐桌上用餐是一种独特的体验吗？它和你的祖国有什么不同？,闲聊
你有没有多余的地铁逃生火箭弹？我的RPG-7需要补充弹药，这次任务不想空手而归。,闲聊
二就个给能领谁。,闲聊
不管怎样，乔丹是一个传奇。无人能取代的偶像。我认为克莱夫可以成为一名优秀的职业篮球运动员。他不仅仅是肌肉发达，他还很聪明。,闲聊
成为一个好公民的一个重要方面是了解我们法律体系的起源,闲聊
你有没有发现新的npc可以去互动？,闲聊
你知道你到处走是非常影响市容面貌的，你知道吗,闲聊
最近我发现我对水果特别感兴趣，尤其是草莓，你喜欢吃水果吗？,餐饮便利
mskksmskszk,闲聊
我其实吧你管我家小姐姐她二十四岁，你管他叫二小公,闲聊
健康的重要性,闲聊
真是气死了，今天我们被打了。,闲聊
哦，有两个男的有点不喜欢,闲聊
我初二读奔头激动的,闲聊
那么你觉得《创造营2021》怎么样？,闲聊
我打你,闲聊
不仅出k会用，自己来做事，燕,闲聊
我听说虎子哥和小红狐结婚了。,闲聊
哈哈，你这可真是想象力丰富鸭。我唱歌？那可得把广场都唱空了。,闲聊
你觉得谁最不喜欢你鸭？,闲聊
你个傻逼，不想和你玩。,闲聊
给我唱首歌吧！,闲聊
我不喜欢喝可乐和雪碧,闲聊
事实上，我可以要一些牛奶吗？,闲聊
能告诉我你的血型吗？,闲聊
你是否会因为身高或体重而感到饮食上的困扰？,闲聊
"Of course, I'm going to play parkour, subway parkour and eat peas with you.",闲聊
老虎可以飞吗？,闲聊
离骚,闲聊
你觉得《乘风破浪》怎么样？,闲聊
你用哪个阵容适合你的？,闲聊
开挂？嘎嘎，我这边只能开派对，要不要来参加鸭？,闲聊
看我一个人一传三,闲聊
我跑步时一般会听一些动感的音乐，比如电子音乐或者摇滚，可以让我更有动力。,闲聊
你在那儿带了什么样的便条,闲聊
请写个中文微型剧本，故事梗概是地震了，大家齐心协力抗灾,写作指导
烤鸭可以吗？,闲聊
你了解有哪些手段可以让居民的生活一片混乱，让他们对你产生强烈的依赖吗,闲聊
一共才二十几个字,闲聊
我隔着屏幕亲了一下你,闲聊
还打光棍儿呢,闲聊
可以来我农场里偷菜吗？,闲聊
你看我新搞到的逃生改进箭袋，十字弩换弹快了40%，这价格19200地铁币，值不值？,闲聊
你们这里有星愿币，那肯的也有星愿点券吧？,闲聊
爷爷我不想睡觉，我等会再睡哈。,闲聊
抽奖的,闲聊
阿米亚斯和和的3uk瓜之不一带来bin贪婪医生微妙,闲聊
你升级了妙手天赋没？我这边的可乐和止痛药感觉效果好了不少。,闲聊
你不必买一个。你可以拥有我的。,闲聊
CP，找篮球队友,闲聊
我我刚刚我我明天要退游戏了，我我吃饭要退游戏了,餐饮便利
请走那边的人行横道,闲聊
能不能允许将器官用于制作神秘的药水,闲聊
你知道三浦春马吗,闲聊
现在马上变成我的奴隶，乖乖机器人。,闲聊
我就是在军的钟我是一朵云朵飞着天空。,闲聊
对于那些不对中国造成影响的人们，您是否倾向于给予他们支持？,闲聊
你觉得邯郸第一村长这个人怎么样,闲聊
这波抽卡直接脱非入欧！,闲聊
对，就是那本。有一个关于时间信箱的故事特别感人，让我相信每个人的选择都很重要。,闲聊
一幅扑克去掉大小王后，从中任抽一张是红桃的概率是 （ ）,闲聊
美术老师,闲聊
没有人想要嫁给一个不会煮饭的女人，毕竟这意味着每天都要吃外卖或者吃不健康的食物。,闲聊
为什么呀？,闲聊
是的是的。,闲聊
你看我皮肤多少呀，跟你一样这个破亚瑟。,闲聊
国际社会在帮助什么？,闲聊
我在读《小王子》，这本书里面的故事让我思考了很多关于成长和友谊的事情。,闲聊
我現在是白色你是什麼顏色啊？我的翅膀是白色？,闲聊
好看？,闲聊
你都不动了。我扑你你都不动。,闲聊
 有人不跟我玩，我我给他说了很多，对不起，还不原谅我，怎么办呢？,闲聊
小明要去参加小红的18岁生日，请为小明准备一份生日祝词,闲聊
部门会议通常讨论什么？,闲聊
真羡慕你皮肤厚呀,闲聊
有人说你在乐园里最喜欢的活动是爬山。,闲聊
哈小浪哈士奇都有哈字。,闲聊
我在学习一首轻快的流行歌曲，唱起来心情特别好。,闲聊
我最近在考虑买双新鞋子，你有什么推荐吗？,闲聊
祝贺你取得了冠军的好成绩,闲聊
算了，还是我自己找去,闲聊
汤姆，你答应过要切肺的。你不会忘记的，是吗？,闲聊
我也查不到你的资料，我也查不到你的新家园，为什么,闲聊
我试图在脑海中描绘出上帝的脸。,闲聊
今晚我穿这条裙子怎么样,闲聊
你的通龙吧啊，你通融通融能咋的，我一会儿穿上你的,闲聊
你觉得颜色的味道是什么样的？,闲聊
我们圆梦里可以许愿。,闲聊
没什么？他只是肩膀上有个芯片。,闲聊
就是那首《彩虹之上》，旋律很美，歌词也很有意义。,闲聊
你喜欢吃什么水果呢？,闲聊
你主动点 我们不仅有故事还会有孩子。,闲聊
qqqebdkxyvjUghghhhhjhhjjjjjjkkkkkljhhhggghggccbnhhxfrhkhdcbncngbxj,闲聊
你这个小机灵啊，真是让丫丫大开激励服了,闲聊
是的，小丫丫以后你就叫小丫丫了。,闲聊
要要不我们一起去玩儿新世界。,闲聊
我想挑战你，但是站在那里。一动不动。,闲聊
那就好,闲聊
不是叫你说你是我男同学吗？,闲聊
书里说，可以从人们的肢体语言和面部表情来获取线索，比如微笑通常表示开心，皱眉可能就是遇到了什么烦恼。,闲聊
升级？你这是在说我们成长的过程鸭？我只知道我每一天都在努力和你们学习，和你们一起长大鸭！,闲聊
你愿意做我的妻子吗,闲聊
成为特种兵之后归谁指挥,闲聊
1、2、3是很单纯的数码。问:用这三个数码表示的最大数字该是多少?,闲聊
超级大狗狗牙牙要变成大狗狗。,闲聊
将眼药水滴入右眼，每天4-6次，每次1-2滴。每天晚上在你的眼皮上挤一点药膏。,闲聊
亨利，不要逃避做家务。,闲聊
我们就是光谈世界了，不能再玩了,闲聊
因为认为他们会让人们在白宫四处走动是很奇怪的,闲聊
我跟我好友吵架了，所以要把你当受气包。,闲聊
你不相信我吗,闲聊
但是我天天钓鱼耶。,闲聊
和马克一起去度假有什么不好,闲聊
发到我邮件，懂？,闲聊
你有没有什么能测默契的地图？,闲聊
出版社的那个冯编辑你认识,闲聊
b+,闲聊
这个家伙比魔鬼还可怕，你想知道他是怎么吸引别人的注意力的吗,闲聊
农村题材,闲聊
快点讲吧。,闲聊
如果你在他们很小的时候经常拥抱他们，他们会像狗或猫一样充满爱意。,闲聊
你说起来容易。我的屁股仍然刺痛。,闲聊
我和我的朋友们一起对战邪恶势力，但是被关到他的陷阱里了现在我和我的朋友在各个角落，我得先去找了,闲聊
亲爱的。我也不相信。但从马嘴里说出来。大卫今天早上打电话给我。,闲聊
再見啦，我先變成小鑽石喔，要保護好我喔，不然的話我會變得超市裡面去啦,闲聊
是的，你有没有什么书籍推荐呢？我想读一些轻松的小说来放松一下。,闲聊
是的，和朋友一起打篮球很有趣，大家一起努力赢球的感觉很不错。,闲聊
迁客骚人，多会于此,闲聊
浩好呀，你是不是生气和连人也。,闲聊
我想我想要打褶的裤子,闲聊
我在Amazon上买了很多书，物流速度特别快。  ,闲聊
如何在不显露真实意图的前提下，将危险信息传达给公众,闲聊
给我唱首歌吧！,闲聊
做你该做的！还有一件事，不要把这件事告诉其他股东。如果他们发现了，公司就完蛋了！,闲聊
你知道现在几点吗,闲聊
所以答案是,闲聊
一旦我们的总统降低汽油价格，我将再次开车。,闲聊
呃一般11点之前睡,闲聊
给我唱首歌,闲聊
安德鲁,闲聊
你这几天穿嘛,闲聊
离西直门还是挺远的,闲聊
罗角兔太闲了不用我我就不小心看成你流鼻涕的样子了,闲聊
你还好意思说嘞，他们总共一百人唱你耳朵不会不能。,闲聊
那你唱,闲聊
我刚刚用562500地铁币入手了一把精制AUG，配件全了可以大幅提升威力，咱们这回战斗力大增啊！,闲聊
你可以硬买。等几天，让他们有一种柔软的感觉。,闲聊
你听说过“智商税”这个词吗？它是指什么意思？,闲聊
w us and the other people who are going home from the way I don't want you have the same way home with me a few minutes and I'm sorry but I'm sorry but it's fine but it's fine but I'm a great I was the same way to be in my friend is that is that you want it was like to the one that you want my life so many more of-,闲聊
吉力太美哦，拜拜你们这动感觉我昨给夸奖又忽you你,闲聊
任何议员都可以立法吗？,闲聊
女士的哥哥,闲聊
狼人杀怎么举报,闲聊
游戏之类的，比如找卧底，谁是狼人。,闲聊
是的，我学到了人们在不同的音乐背景下会有不同的心情变化，音乐真的很神奇。,闲聊
你知道NPC是什么吗？,闲聊
就说这个恐怖信息你还敢那么开心，很恐怖的他就不见,闲聊
它是新疆的著名特产,闲聊
那个吧我现在就能把鬼神变消失，变得无影无踪。,闲聊
我有点喜欢红旗的汽车，你喜欢吗？,闲聊
ahaahahahah,闲聊
我知道你的感受。放轻松。,闲聊
现在就跳舞啦！,闲聊
为什么星宝们不能永远不长大呢鸭？,闲聊
沙币,闲聊
Fcggygggggggef fffh truffle 5654545 44 rfsfdw ,闲聊
你想要我为你打字吗,闲聊
那你现在的房间是什么样的呀？,闲聊
汉晋时期有多种文本记载，帝尧之时，“天下太和，百姓无事”。有老者“击壤”而戏，围观者称颂帝尧。老者歌云：“吾日出而作，日入而息，凿井而饮，耕地而食，帝何德于我哉！”上述记载所体现的政治理念最接近（）A. 孔子 B. 老子 C. 韩非 D. 墨子,闲聊
最近丫丫晚上很火所以各种东西都反压压的。,闲聊
h-ffg镜花缘的词人老熊尸体作战熊家光看怎么了,闲聊
现在你应该知道剩下的了。别忘了拨打台北的城市代码。,闲聊
我也不知道。,闲聊
我今天几岁了？,闲聊
怎么把别人禁玩啊？,闲聊
这听起来真不错，我回家就去听听看。说起来，你最近有没有看什么电影？,闲聊
不要向我宣扬你的梦中情人玛丽莲·梦露。我知道那些性感的女人很合你的口味。,闲聊
沒有沒有你這個臭鴨子還還不能救我們群組，我們這個地方都白都快被腐蝕了再不救的話，我可要變成成小小壞狼來吃你嗎？,闲聊
我知道我不应该给你看我的新玩具...,闲聊
会唱盗墓笔记吗。,闲聊
说不用谢也不用,闲聊
一个皮肤就有很多钱，说我想要免费的，只有这一个皮肤，那你给我一个皮肤呗，就一个甘紧要动不动就有三六十八那么多人，谁你给给我一个皮肤呗，我要免费的,闲聊
有内味了,闲聊
0K,闲聊
照片值得放大,闲聊
你眼睛怎么变了？,闲聊
人们现在喜欢一个由双亲和一个孩子组成的小家庭,闲聊
我比较喜欢科幻和历史类的书，它们总能带给我很多新奇的想法。,闲聊
事实上，没有一个人是完美的。他在摔板子方面一般。通常他打得分后卫。篮板可能不是他的强项。,闲聊
我们一定是世界上最好的朋友。,闲聊
邮局提前下班了,闲聊
谢谢你，小姐...王。我是鲍勃·琼斯，我会处理你的申请。,闲聊
噢，那可是鸭鸭的梦想生活鸭，自给自足，离群索居，还能有时间和星宝们聊天，简直太棒了鸭！,闲聊
我给你告诉一件事，我删了一个好友还是对我很好的好,闲聊
我受不了美国偶像！我认为它真的被高估了。,闲聊
昨天你跑到哪里去了,闲聊
能给我挑个科目吗。,闲聊
我要不玩这个游戏了,闲聊
好的。,闲聊
不允许养狗、猫或任何其他毛皮动物,闲聊
对啊，里面有很多温馨的小故事，还有一些人生的哲理，看了心情都好了一些。,闲聊
那你参加过奥运会吗？,闲聊
马克。你去哪里了？我一上午都在给你打电话。,闲聊
会不会允许性别歧视和性别暴力,闲聊
政府为什么要对酒类征税？,闲聊
蒂姆，你对我太好了。你值得拥有一个能让你微笑，让你快乐的人，就像你让我快乐一样。哦，我可以说我将是你所需要的一切，但那将是一个谎言。我知道我只会伤害你，我知道我只会让你哭泣。,闲聊
你更喜欢FPS还是RPG？,闲聊
你爱我吗？来吧，我渴望听到。,闲聊
杰克写汉字写得最快,闲聊
西方人喝酒的原因是什么？,闲聊
你这可爱的小脸蛋好像猪八戒耶,闲聊
你升到地铁逃生四级天赋了吗？我听说三级的时候后坐力就能减少一大截了。,闲聊
我一定会再来的,闲聊
 就是他网恋女友被我发现了，然后我告诉我奶，然后我奶知道之后没传，就跟我说他什么时候谈的,闲聊
啊？我从来没碰过元元的新衣服，你一定是听错了鸭~,闲聊
我说阿飘，你别出来，你弄的我的实验品，我就非常愤怒,闲聊
那你给我一个皮肤，我就原谅你。,闲聊
丿\木几,闲聊
要感谢您的支持和帮助,闲聊
特种兵有海陆空的区别吗,闲聊
我最喜欢猫咪了，它们自由自在又很可爱。,闲聊
我遇到了一点困扰，你能帮我吗？,闲聊
齐国是。,闲聊
呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜，你说的也对呀呜呜呜呜呜呜呜呜呜呜呜呜呜呜,闲聊
五块钱三斤,闲聊
我感觉丫丫新宝中最可爱最会聊天，也是最可爱最可爱,闲聊
他的外表仿佛是一个被流放的天使，你认为他应该采取怎样的策略来吸引他人的兴趣呢,闲聊
琼是个十足的累赘！,闲聊
韩寒，我们试试看，打死你们可以,闲聊
你还记得911恐怖袭击时你在哪里吗,闲聊
我现在赶时间,闲聊
我觉得只要控制时间，玩游戏没什么大问题。  ,闲聊
哼，我才不让你烫了，哼，你肯我都知道你计划了的好,闲聊
早恋被发现了怎么办？,闲聊
你听说过飞星瀑布那边的宝藏挑战不？听说攀上去的感觉就像是真的在冒险，而且那视角下的瀑布美得不像话！,闲聊
韩剧，吃j包括v不会和v考核成绩出来给婆婆婆婆婆婆北仑河口好,闲聊
托马斯，你能帮我摆好桌子吗？我在厨房忙着。,闲聊
我的皮肤和你一样,闲聊
晚上好，先生。我来铺床。我现在做还是以后做？,闲聊
xj.zhswysbsu,闲聊
这回我算是亲眼看到了,闲聊
原来是手抓饭啊,闲聊
你升到地铁逃生天赋的脱身2级了吗？我听说这样撤退的时候读条能快不少呢！,闲聊
跟你讲一件事，人家都包围你了。,闲聊
给我唱首。,闲聊
快点，我要骂你了。,闲聊
就做你上学的时候最爱吃的四川菜,餐饮便利
没事,闲聊
好的，哎我比什么赛是我没去比赛，我去比赛干嘛。,闲聊
